pdb_id,molecule_name,entry_uniprot_accession,experimental_method,title
5ruw,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000045014941
5rvu,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000002506130
5rwd,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1675346324
5rx7,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1545196403
5ryf,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1266823232
5rzh,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434890
5sbo,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z2856434878
5sbv,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z31721798
5rwh,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1152242726
5s9h,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s48,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1741982125
5rv3,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000057162
5rzc,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z300245038
5sbp,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z1229798311
5sbn,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z57040482
5rvs,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000159004
5rwz,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z57299529
5ry9,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z274575916
5rop,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen A12a at Room Temperature
5rp9,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen B7a
5rsm,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000001099
5sab,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z31504642
5rw4,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z19735192
5rx9,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z54226095
5rww,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2241115980
5rwu,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z57778470
5ry2,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z19727416
5rza,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z729352906
5s2d,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z369936976
5rpm,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen H5a
5rsd,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000331945
5rt8,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000161908
5ru7,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000003591110
5rv2,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000311783
5rw7,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z86622311
5rx1,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2466069494
5rxs,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1818332938
5ryx,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2234920345
5s00,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434793
5s2x,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1139246057
5s45,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with NCL-00024773
5s6y,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z56900771
5s8r,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sa8,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z68299550
5rpg,Proteinase K,P06873,X-ray diffraction,PanDDA analysis group deposition -- Proteinase K changed state model for fragment Frag Xtal Screen H2a
5rs7,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000034618676
5rt2,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000008652361
5rtn,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000013514509
5rum,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000008861082
5rvg,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000400552187_N3
5rw9,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z203581214
5rxe,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z240654968
5ryl,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1745658474
5rzn,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1745658474
5s29,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z199959602
5s3d,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z30820160
5s93,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sbx,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z53825479
5ru8,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000154817
5rsk,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000901381520_N3
5rtl,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000388056
5rui,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000332651
5rvn,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000332748
5rwr,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434783
5ryu,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1545196403
5rzy,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z219104216
5ryp,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z1929757385
5s2m,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z56827661
5rtq,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000019015078
5s4g,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with SF005
5rx8,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434884
5ryb,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z927400026
5s2t,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z26781964
5sae,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with Z3219959731
5rsf,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000026180281
5rzp,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z33546965
5s2y,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z19727416
5s49,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z56866006
5rx4,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1593306637
5rzw,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2574937229
5sc1,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z431807512
5rzj,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434938
5ryd,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z955369596
5s2k,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z445856640
5rxi,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2447286438
5s1o,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with STL414928
5rzx,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434814
5rup,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000004976927
5s3f,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z57446103
5s96,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with starting material
5s9a,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sc6,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with POB0019
5rt1,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000039810
5ru6,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000001442764
5rvh,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000265642
5rwp,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z915492990
5ry0,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z275165822
5rzg,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z133729708
5s2g,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z321318226
5s42,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with NCL-00023833
5sbk,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z1258992717
5rvz,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1\, mitochondrial",Q96HY7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DHTKD1 in complex with Z1929757385
5rwv,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1103351268
5rxt,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z319545618
5ryy,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z57257264
5ryo,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z136583524
5s36,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2856434938
5s46,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z57131035
5s90,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sbq,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z44592329
5rsy,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000004787230
5rth,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000156863
5s2j,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z509756472
5rzm,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434815
5ruu,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000438614
5s4f,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with SF003
5s9f,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5rtw,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000164777
5s8v,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s9e,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5s2n,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1787627869
5rva,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000016343276
5rwi,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434926
5rxa,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434829
5ry8,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z1374778753
5rze,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z2856434786
5s9i,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5rt4,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000051581
5ru5,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000098208711
5rv4,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000039224
5rvy,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1\, mitochondrial",Q96HY7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DHTKD1 in complex with Z437516460
5rxk,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434840
5ryq,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z57258487
5s24,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with EN300-697611
5s3l,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z54628578
5rst,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000332673
5rty,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000157088
5rv0,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of SARS-CoV-2 NSP3 macrodomain in complex with ZINC000000039994
5rwa,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2856434812
5rxf,"Phosphatidylinositol 3\,4\,5-trisphosphate 5-phosphatase 1",Q92835,X-ray diffraction,INPP5D PanDDA analysis group deposition -- Crystal Structure of the phosphatase and C2 domains of SHIP1 in complex with Z2074076908
5rym,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z31217395
5rzv,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z31504642
5s33,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z906021418
5s8x,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with starting material
5sbl,CD44 antigen,P15379,X-ray diffraction,CD44 PanDDA analysis group deposition -- The hyaluronan-binding domain of CD44 in complex with Z126932614
5rzf,"Band 4.1-like protein 3\, N-terminally processed",Q9Y2J2,X-ray diffraction,EPB41L3 PanDDA analysis group deposition -- Crystal Structure of the FERM domain of human EPB41L3 in complex with Z57040482
5s2f,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z44592329
5s3h,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z2856434892
5s4d,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z1741982441
5s95,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z198194396 synthetic derivative
5sag,Uridylate-specific endoribonuclease nsp15,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 NendoU in complex with EN300-1605072
5s26,Papain-like protease nsp3,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 Nsp3 macrodomain in complex with Z605596346
